genes	term
GRMZM2G315074	GO:0004672
GRMZM2G178106	GO:0005975
GRMZM2G178106	GO:0008152
GRMZM2G178106	GO:0004553
GRMZM2G178102	GO:0010072
GRMZM2G178102	GO:0043565
GRMZM2G178102	GO:0009944
GRMZM2G178102	GO:0009880
GRMZM2G178102	GO:0003700
GRMZM2G178102	GO:0005634
GRMZM2G178102	GO:0006355
GRMZM2G178102	GO:0009855
GRMZM2G178102	GO:0080060
GRMZM2G315072	GO:0010366
GRMZM2G315072	GO:0009733
GRMZM2G315072	GO:0010311
GRMZM2G315072	GO:0051865
GRMZM2G315072	GO:0008270
GRMZM2G315072	GO:0005515
GRMZM2G315072	GO:0006511
GRMZM2G315072	GO:0046872
GRMZM2G315072	GO:0004842
GRMZM2G130379	GO:0005506
GRMZM2G533389	GO:0016746
GRMZM2G175082	GO:0016747
GRMZM2G175089	GO:0005829
GRMZM2G169160	GO:0005737
GRMZM2G169160	GO:0006434
GRMZM2G169160	GO:0048481
GRMZM2G169160	GO:0004828
GRMZM2G169160	GO:0005739
GRMZM2G169160	GO:0000166
GRMZM2G169160	GO:0016874
GRMZM2G169160	GO:0005524
GRMZM2G169160	GO:0009507
GRMZM2G169167	GO:0005515
GRMZM2G479885	GO:0043565
GRMZM2G479885	GO:0003700
GRMZM2G479885	GO:0005634
GRMZM2G479885	GO:0009267
GRMZM2G479885	GO:2000693
GRMZM2G479885	GO:0046982
GRMZM2G479885	GO:0045893
GRMZM2G457929	GO:0016758
GRMZM2G457929	GO:0008152
GRMZM2G008726	GO:0005634
GRMZM2G008726	GO:0005829
GRMZM2G008726	GO:0042803
GRMZM2G008728	GO:0016491
GRMZM2G008728	GO:0008270
GRMZM2G008728	GO:0055114
GRMZM2G008728	GO:0000166
GRMZM2G131618	GO:0008080
GRMZM2G131611	GO:0008270
GRMZM2G148485	GO:0005576
GRMZM2G148485	GO:0019953
GRMZM2G135108	GO:0020037
GRMZM2G135108	GO:0006979
GRMZM2G135108	GO:0046872
GRMZM2G135108	GO:0004601
GRMZM2G135108	GO:0055114
GRMZM2G135108	GO:0016491
GRMZM6G174411	GO:0046872
GRMZM6G174411	GO:0008270
GRMZM6G174411	GO:0005515
GRMZM2G171707	GO:0009737
GRMZM2G171707	GO:0051539
GRMZM2G171707	GO:0005618
GRMZM2G171707	GO:0009570
GRMZM2G171707	GO:0005774
GRMZM2G171707	GO:0006101
GRMZM2G171707	GO:0008152
GRMZM2G171707	GO:0006102
GRMZM2G171707	GO:0046686
GRMZM2G171707	GO:0009651
GRMZM2G171707	GO:0005507
GRMZM2G171707	GO:0006979
GRMZM2G171707	GO:0005524
GRMZM2G171707	GO:0009507
GRMZM2G171702	GO:0009733
GRMZM2G171702	GO:0010329
GRMZM2G171702	GO:0000323
GRMZM2G171702	GO:0010315
GRMZM2G171702	GO:0016021
GRMZM2G171702	GO:0005886
GRMZM2G171702	GO:0009958
GRMZM2G171702	GO:0009925
GRMZM2G171702	GO:0009723
GRMZM2G171702	GO:0055085
GRMZM2G103167	GO:0003899
GRMZM2G103167	GO:0006351
GRMZM2G103167	GO:0003677
GRMZM2G103166	GO:0005634
GRMZM2G103166	GO:0005515
GRMZM2G103166	GO:0010030
GRMZM2G103164	GO:0006468
GRMZM2G103164	GO:0000166
GRMZM2G103164	GO:0004674
GRMZM2G103164	GO:0005524
AC193492.3_FG003	GO:0006355
AC193492.3_FG003	GO:0003677
GRMZM2G008093	GO:0045298
GRMZM2G008093	GO:0007020
GRMZM2G008093	GO:0040007
GRMZM2G008093	GO:0005815
GRMZM2G008093	GO:0000922
GRMZM2G008093	GO:0043622
GRMZM2G008093	GO:0009506
GRMZM5G809546	GO:0009535
GRMZM5G809546	GO:0009579
GRMZM5G809546	GO:0016021
GRMZM5G809546	GO:0016020
GRMZM5G809546	GO:0015031
GRMZM5G809546	GO:0009507
GRMZM2G008095	GO:0016021
GRMZM2G008095	GO:0016192
GRMZM2G103169	GO:0020037
GRMZM2G103169	GO:0006979
GRMZM2G103169	GO:0046872
GRMZM2G103169	GO:0004601
GRMZM2G103169	GO:0055114
GRMZM2G103169	GO:0016491
GRMZM2G088242	GO:0043565
GRMZM2G088242	GO:0003700
GRMZM2G088242	GO:0005634
GRMZM2G088242	GO:0006355
GRMZM2G088242	GO:0008356
GRMZM2G088245	GO:0005737
GRMZM2G088245	GO:0006468
GRMZM2G088245	GO:0005634
GRMZM2G088245	GO:0005886
GRMZM2G088245	GO:0009524
GRMZM2G088245	GO:0000166
GRMZM2G088245	GO:0004674
GRMZM2G088245	GO:0005829
GRMZM2G088245	GO:0005524
GRMZM2G072071	GO:0000325
GRMZM2G072071	GO:0042626
GRMZM2G072071	GO:0016021
GRMZM2G072071	GO:0006200
GRMZM2G072071	GO:0005774
GRMZM2G072071	GO:0016887
GRMZM2G072071	GO:0005886
GRMZM2G072071	GO:0000166
GRMZM2G072071	GO:0055085
GRMZM2G072071	GO:0005524
GRMZM2G072071	GO:0010044
GRMZM2G033671	GO:0006508
GRMZM2G033671	GO:0004222
GRMZM2G453001	GO:0005515
GRMZM2G409974	GO:0000160
GRMZM2G409974	GO:0000156
GRMZM2G409974	GO:0006355
GRMZM2G409974	GO:0003677
GRMZM2G409974	GO:0035556
GRMZM2G409974	GO:0003682
GRMZM2G409976	GO:0004674
GRMZM2G409976	GO:0006468
GRMZM2G409976	GO:0016772
GRMZM2G409976	GO:0005524
GRMZM2G453008	GO:0005515
GRMZM2G041831	GO:0015867
GRMZM2G041831	GO:0016021
GRMZM2G041831	GO:0016020
GRMZM2G041831	GO:0005739
GRMZM2G041831	GO:0005509
GRMZM2G041831	GO:0055085
GRMZM2G015869	GO:0005774
GRMZM2G015869	GO:0005886
GRMZM6G935329	GO:0018342
GRMZM6G935329	GO:0018345
GRMZM6G935329	GO:0005834
GRMZM6G935329	GO:0009817
GRMZM6G935329	GO:0010540
GRMZM6G935329	GO:0009845
GRMZM6G935329	GO:0004871
GRMZM6G935329	GO:0010541
GRMZM6G935329	GO:0048527
GRMZM6G935329	GO:0007186
GRMZM2G130053	GO:0006508
GRMZM2G130053	GO:0008233
GRMZM2G130053	GO:0008234
GRMZM2G130052	GO:0016021
GRMZM2G130052	GO:0016192
GRMZM2G359952	GO:0048443
GRMZM2G359952	GO:0048366
GRMZM2G359952	GO:0003700
GRMZM2G359952	GO:0005634
GRMZM2G359952	GO:0048481
GRMZM2G359952	GO:0006355
GRMZM2G359952	GO:0048497
GRMZM2G359952	GO:0046983
GRMZM2G046438	GO:0003682
GRMZM2G046438	GO:0003677
GRMZM2G073380	GO:0007205
GRMZM2G073380	GO:0048366
GRMZM2G073380	GO:0048364
GRMZM2G073380	GO:0008152
GRMZM2G073380	GO:0005886
GRMZM2G073380	GO:0003951
GRMZM2G073380	GO:0004143
GRMZM2G073380	GO:0009506
GRMZM2G046431	GO:0005856
GRMZM2G046431	GO:0030833
GRMZM2G046431	GO:0005885
GRMZM2G046431	GO:0034314
GRMZM2G036113	GO:0046488
GRMZM2G036113	GO:0016307
GRMZM2G036113	GO:0046854
GRMZM2G170079	GO:0043565
GRMZM2G170079	GO:0009555
GRMZM2G170079	GO:0003700
GRMZM2G170079	GO:0005634
GRMZM2G170079	GO:0045893
GRMZM2G174757	GO:0005737
GRMZM2G174757	GO:0005852
GRMZM2G174757	GO:0005829
GRMZM2G174757	GO:0005634
GRMZM2G174757	GO:0000166
GRMZM2G174757	GO:0003723
GRMZM2G174757	GO:0031369
GRMZM2G174757	GO:0006413
GRMZM2G174757	GO:0003743
GRMZM5G892222	GO:0003899
GRMZM5G892222	GO:0005666
GRMZM5G892222	GO:0006383
GRMZM5G892222	GO:0003677
GRMZM2G120353	GO:0016020
GRMZM2G120353	GO:0015018
GRMZM2G120353	GO:0005524
GRMZM2G072388	GO:0048037
GRMZM2G072388	GO:0051287
GRMZM2G072388	GO:0055114
GRMZM2G072388	GO:0016616
GRMZM2G138701	GO:0005515
GRMZM2G000281	GO:0005515
GRMZM5G850997	GO:0008270
GRMZM5G850997	GO:0005515
GRMZM2G033093	GO:0003700
GRMZM2G033093	GO:0006355
GRMZM2G033093	GO:0005634
GRMZM6G772588	GO:0022625
GRMZM6G772588	GO:0005622
GRMZM6G772588	GO:0003735
GRMZM6G772588	GO:0006412
GRMZM2G033098	GO:0009579
GRMZM2G033098	GO:0009941
GRMZM2G033098	GO:0009535
GRMZM2G033098	GO:0009978
GRMZM2G033098	GO:0020037
GRMZM2G033098	GO:0009620
GRMZM2G033098	GO:0016705
GRMZM2G033098	GO:0031407
GRMZM2G033098	GO:0005739
GRMZM2G033098	GO:0009611
GRMZM2G033098	GO:0016020
GRMZM2G033098	GO:0009753
GRMZM2G033098	GO:0055114
GRMZM2G033098	GO:0009055
GRMZM2G122267	GO:0005543
GRMZM2G122267	GO:0009505
GRMZM2G122267	GO:0005515
GRMZM5G840435	GO:0009941
GRMZM5G840435	GO:0015884
GRMZM5G840435	GO:0016021
GRMZM5G840435	GO:0016020
GRMZM5G840435	GO:0008517
GRMZM5G840435	GO:0055085
GRMZM5G840435	GO:0009507
GRMZM2G122261	GO:0006629
GRMZM2G122261	GO:0016788
GRMZM2G177229	GO:0048573
GRMZM2G177229	GO:0005634
GRMZM2G177229	GO:0000166
GRMZM2G177229	GO:0008270
GRMZM2G177229	GO:0046872
GRMZM2G177229	GO:0003723
GRMZM2G177227	GO:0006887
GRMZM2G177227	GO:0000145
GRMZM2G177224	GO:0005737
GRMZM2G177224	GO:0043234
GRMZM2G177224	GO:0051258
GRMZM2G177224	GO:0009534
GRMZM2G177224	GO:0009532
GRMZM2G177224	GO:0003924
GRMZM2G177224	GO:0000166
GRMZM2G177224	GO:0042802
GRMZM2G177224	GO:0006184
GRMZM2G177224	GO:0042651
GRMZM2G177224	GO:0010020
GRMZM2G177224	GO:0043621
GRMZM2G177224	GO:0005525
GRMZM2G159904	GO:0003824
GRMZM2G159904	GO:0008152
GRMZM2G177220	GO:0000160
GRMZM2G177220	GO:0000156
GRMZM2G177220	GO:0006355
GRMZM2G177220	GO:0003677
GRMZM2G177220	GO:0035556
GRMZM2G177220	GO:0003682
GRMZM2G039934	GO:0006468
GRMZM2G039934	GO:0010089
GRMZM2G039934	GO:0010067
GRMZM2G039934	GO:0000166
GRMZM2G039934	GO:0004674
GRMZM2G039934	GO:0005515
GRMZM2G039934	GO:0010223
GRMZM2G039934	GO:0005524
GRMZM2G039930	GO:0009526
GRMZM2G039930	GO:0051604
GRMZM2G039930	GO:0055035
GRMZM2G039930	GO:0016021
GRMZM2G039930	GO:0016020
GRMZM2G039930	GO:0006508
GRMZM2G039930	GO:0010027
GRMZM2G039930	GO:0008236
GRMZM2G088861	GO:0007165
GRMZM2G088861	GO:0005515
GRMZM2G044495	GO:0009664
GRMZM2G044495	GO:0009531
GRMZM2G044495	GO:0007165
GRMZM2G044495	GO:0005515
GRMZM2G044495	GO:0005622
GRMZM2G464572	GO:0016881
GRMZM2G464572	GO:0055062
GRMZM2G464572	GO:0016036
GRMZM2G464572	GO:0006817
GRMZM2G464575	GO:0003682
GRMZM2G375307	GO:0003682
GRMZM2G126682	GO:0016126
GRMZM2G126682	GO:0007389
GRMZM2G126682	GO:0009825
GRMZM2G126682	GO:0010051
GRMZM2G126682	GO:0008757
GRMZM2G126682	GO:0016740
GRMZM2G126682	GO:0032876
GRMZM2G126682	GO:0008152
GRMZM2G126682	GO:0032259
GRMZM2G072926	GO:0003700
GRMZM2G072926	GO:0006355
GRMZM2G072926	GO:0005634
GRMZM5G803433	GO:0010150
GRMZM5G803433	GO:0005730
GRMZM5G803433	GO:0005634
GRMZM5G803433	GO:0000166
GRMZM5G803433	GO:0006952
GRMZM5G803433	GO:0003676
GRMZM5G803433	GO:0009693
GRMZM5G803433	GO:0008219
GRMZM2G110922	GO:0006468
GRMZM2G110922	GO:0016772
GRMZM2G110922	GO:0000166
GRMZM2G110922	GO:0004674
GRMZM2G110922	GO:0005524
GRMZM2G398341	GO:0003676
GRMZM2G122198	GO:0016853
GRMZM2G122198	GO:0004640
GRMZM2G122198	GO:0000162
GRMZM2G122198	GO:0008152
GRMZM2G122198	GO:0009507
GRMZM2G073036	GO:0016763
GRMZM2G044143	GO:0005515
GRMZM2G050460	GO:0022625
GRMZM2G050460	GO:0005622
GRMZM2G050460	GO:0003735
GRMZM2G050460	GO:0006412
GRMZM2G050467	GO:0005737
GRMZM2G050467	GO:0051603
GRMZM2G050467	GO:0009524
GRMZM2G050467	GO:0022626
GRMZM2G050467	GO:0005773
GRMZM2G050467	GO:0019773
GRMZM2G050467	GO:0005634
GRMZM2G050467	GO:0004298
GRMZM2G050467	GO:0005819
GRMZM2G050467	GO:0005886
GRMZM2G050467	GO:0006511
GRMZM2G050467	GO:0008233
GRMZM2G050467	GO:0009507
GRMZM2G420801	GO:0016020
GRMZM2G420801	GO:0005515
GRMZM2G420801	GO:0000156
GRMZM2G420801	GO:0009873
GRMZM2G420801	GO:0005789
GRMZM2G420801	GO:0023014
GRMZM2G420801	GO:0006355
GRMZM2G420801	GO:0051740
GRMZM2G420801	GO:0007165
GRMZM2G420801	GO:0000155
GRMZM2G420801	GO:0035556
GRMZM2G420801	GO:0005524
GRMZM2G016744	GO:0008270
GRMZM2G016744	GO:0005622
GRMZM2G081380	GO:0003779
GRMZM2G081380	GO:0005515
GRMZM2G016749	GO:0003824
GRMZM2G016749	GO:0008152
GRMZM2G081387	GO:0006139
GRMZM2G081387	GO:0005524
GRMZM2G081387	GO:0019205
GRMZM2G010991	GO:0005730
GRMZM2G010991	GO:0005829
GRMZM2G010991	GO:0005622
GRMZM2G010991	GO:0003735
GRMZM2G010991	GO:0005886
GRMZM2G010991	GO:0022625
GRMZM2G010991	GO:0006412
GRMZM2G010991	GO:0009506
GRMZM2G074567	GO:0005515
GRMZM2G074567	GO:0005730
GRMZM2G119521	GO:0006468
GRMZM2G119521	GO:0016772
GRMZM2G119521	GO:0004674
GRMZM2G119521	GO:0009506
GRMZM2G119521	GO:0005886
GRMZM2G119521	GO:0005524
GRMZM2G324781	GO:0005515
GRMZM2G324781	GO:0004386
GRMZM2G324781	GO:0008270
GRMZM2G324781	GO:0003677
GRMZM2G324781	GO:0046872
GRMZM2G324781	GO:0005524
GRMZM2G119527	GO:0016021
GRMZM2G119527	GO:0005381
GRMZM2G119527	GO:0034755
GRMZM2G153444	GO:0009535
GRMZM2G153444	GO:0010287
GRMZM2G153444	GO:0009507
GRMZM2G153444	GO:0005198
GRMZM2G173035	GO:0016787
GRMZM2G173035	GO:0016791
GRMZM2G173035	GO:0008138
GRMZM2G173035	GO:0004725
GRMZM2G173035	GO:0035335
GRMZM5G839644	GO:0006468
GRMZM5G839644	GO:0000166
GRMZM5G839644	GO:0005515
GRMZM5G839644	GO:0004672
GRMZM5G839644	GO:0005524
AC217814.2_FG012	GO:0005634
AC217814.2_FG012	GO:0003676
AC211357.4_FG004	GO:0005737
AC211357.4_FG004	GO:0006415
AC211357.4_FG004	GO:0016149
GRMZM2G323789	GO:0046983
GRMZM2G323789	GO:0003676
GRMZM2G342861	GO:0042626
GRMZM2G342861	GO:0016021
GRMZM2G342861	GO:0055085
GRMZM2G342861	GO:0005524
GRMZM2G366065	GO:0005634
GRMZM2G366065	GO:0016021
GRMZM2G366065	GO:0055085
GRMZM2G366065	GO:0080167
GRMZM2G126026	GO:0005515
GRMZM2G172342	GO:0003735
GRMZM2G172342	GO:0005840
GRMZM2G172342	GO:0006412
GRMZM2G172342	GO:0005622
GRMZM2G477073	GO:0016772
GRMZM2G477073	GO:0006468
GRMZM2G477073	GO:0005524
GRMZM2G477073	GO:0004672
GRMZM2G303086	GO:0016787
GRMZM2G303086	GO:0008270
GRMZM2G303086	GO:0003676
GRMZM2G040490	GO:0005634
GRMZM2G040490	GO:0000786
GRMZM2G040490	GO:0003677
GRMZM2G040490	GO:0046982
GRMZM2G040490	GO:0005694
GRMZM2G040490	GO:0006334
GRMZM5G886384	GO:0008270
GRMZM5G886384	GO:0003676
AC225205.3_FG003	GO:0016773
AC225205.3_FG003	GO:0016310
AC225205.3_FG003	GO:0016301
GRMZM2G334556	GO:0006886
GRMZM2G462623	GO:0003700
GRMZM2G462623	GO:0005634
GRMZM2G462623	GO:0006355
GRMZM2G462623	GO:0005667
GRMZM2G462625	GO:0009793
GRMZM2G366392	GO:0006557
GRMZM2G366392	GO:0016829
GRMZM2G366392	GO:0004014
GRMZM2G366392	GO:0006597
GRMZM2G366392	GO:0008295
GRMZM2G053466	GO:0016884
AC217358.3_FG009	GO:0015031
AC217358.3_FG009	GO:0007264
AC217358.3_FG009	GO:0005525
AC217358.3_FG007	GO:0016491
AC217358.3_FG007	GO:0055114
AC217358.3_FG007	GO:0000166
AC217358.3_FG005	GO:0005618
AC217358.3_FG005	GO:0005739
AC217358.3_FG005	GO:0005774
AC217358.3_FG005	GO:0005773
AC217358.3_FG005	GO:0006950
AC217358.3_FG005	GO:0005747
AC217358.3_FG005	GO:0005886
AC217358.3_FG005	GO:0009506
AC217358.3_FG005	GO:0009507
AC217358.3_FG002	GO:0003700
AC217358.3_FG002	GO:0006355
AC217358.3_FG002	GO:0043531
AC217358.3_FG003	GO:0005737
AC217358.3_FG003	GO:0017183
GRMZM2G013712	GO:0020037
GRMZM2G013712	GO:0009055
GRMZM2G320206	GO:0006508
GRMZM2G320206	GO:0004197
GRMZM2G132367	GO:0043565
GRMZM2G132367	GO:0003700
GRMZM2G132367	GO:0005634
GRMZM2G132367	GO:0006355
GRMZM2G320204	GO:0046983
GRMZM2G320204	GO:0003676
GRMZM2G328785	GO:0006468
GRMZM2G328785	GO:0016020
GRMZM2G328785	GO:0016021
GRMZM2G328785	GO:0000166
GRMZM2G328785	GO:0004674
GRMZM2G328785	GO:0005515
GRMZM2G328785	GO:0005524
GRMZM2G328785	GO:0048544
GRMZM2G328780	GO:0004497
GRMZM2G328780	GO:0050660
GRMZM2G328780	GO:0004499
GRMZM2G328780	GO:0050661
GRMZM2G328780	GO:0055114
GRMZM2G328781	GO:0016772
GRMZM2G328781	GO:0006468
GRMZM2G328781	GO:0005524
GRMZM2G328781	GO:0004672
GRMZM2G165298	GO:0051603
GRMZM2G165298	GO:0005839
GRMZM2G165298	GO:0004298
GRMZM2G063069	GO:0006468
GRMZM2G063069	GO:0016772
GRMZM2G063069	GO:0004674
GRMZM2G063069	GO:0009506
GRMZM2G063069	GO:0005886
GRMZM2G063069	GO:0005524
GRMZM2G113579	GO:0051258
GRMZM2G113579	GO:0007017
GRMZM2G113579	GO:0005874
GRMZM2G113579	GO:0005525
GRMZM2G063060	GO:0016787
GRMZM2G063060	GO:0005794
GRMZM2G063060	GO:0005618
GRMZM2G063060	GO:0005829
GRMZM2G063060	GO:0017111
GRMZM2G063060	GO:0000166
GRMZM2G063060	GO:0005524
GRMZM2G703616	GO:0031461
GRMZM2G703616	GO:0031625
GRMZM2G703616	GO:0006511
AC188195.2_FG003	GO:0009611
AC188195.2_FG003	GO:0004867
AC191541.4_FG005	GO:0046686
AC191541.4_FG005	GO:0009651
AC191541.4_FG005	GO:0005829
AC191541.4_FG005	GO:0022626
AC188195.2_FG005	GO:0009611
AC188195.2_FG005	GO:0004867
AC188195.2_FG004	GO:0009611
AC188195.2_FG004	GO:0004867
GRMZM2G168716	GO:0003872
GRMZM2G168716	GO:0005945
GRMZM2G168716	GO:0006096
GRMZM2G703619	GO:0016705
GRMZM2G703619	GO:0055114
GRMZM2G703619	GO:0020037
GRMZM2G703619	GO:0009055
GRMZM2G075132	GO:0005886
GRMZM2G007957	GO:0016765
GRMZM5G876003	GO:0008168
GRMZM5G876003	GO:0032259
GRMZM2G007953	GO:0009826
GRMZM2G007953	GO:0090355
GRMZM2G007953	GO:0009834
GRMZM2G007953	GO:0009705
GRMZM2G007953	GO:0005886
GRMZM2G007953	GO:0090358
GRMZM2G112190	GO:0005975
GRMZM2G112190	GO:0006073
GRMZM2G112190	GO:0005618
GRMZM2G112190	GO:0048046
GRMZM2G112190	GO:0016762
GRMZM2G112190	GO:0004553
GRMZM2G112193	GO:0016020
GRMZM2G112193	GO:0016021
GRMZM2G112193	GO:0000276
GRMZM2G112193	GO:0015992
GRMZM2G112193	GO:0015991
GRMZM2G112193	GO:0006811
GRMZM2G112193	GO:0008289
GRMZM2G112193	GO:0005739
GRMZM2G112193	GO:0000166
GRMZM2G112193	GO:0046933
GRMZM2G112193	GO:0046961
GRMZM2G112193	GO:0042776
GRMZM2G112193	GO:0031966
GRMZM2G112193	GO:0005524
GRMZM2G112198	GO:0005975
GRMZM2G112198	GO:0006073
GRMZM2G112198	GO:0005618
GRMZM2G112198	GO:0048046
GRMZM2G112198	GO:0016762
GRMZM2G112198	GO:0004553
GRMZM2G128549	GO:0042545
GRMZM2G128549	GO:0016787
GRMZM2G128549	GO:0005618
GRMZM2G128549	GO:0030599
GRMZM2G128549	GO:0045330
GRMZM2G128549	GO:0004857
GRMZM2G128549	GO:0043086
GRMZM6G829104	GO:0016773
GRMZM6G829104	GO:0016310
GRMZM6G829104	GO:0016301
GRMZM6G829104	GO:0005515
GRMZM2G165747	GO:0008652
GRMZM2G165747	GO:0003871
GRMZM2G165747	GO:0032259
GRMZM2G165747	GO:0009941
GRMZM2G165747	GO:0009570
GRMZM2G165747	GO:0005829
GRMZM2G165747	GO:0009086
GRMZM2G165747	GO:0005777
GRMZM2G165747	GO:0048046
GRMZM2G165747	GO:0046686
GRMZM2G165747	GO:0016740
GRMZM2G165747	GO:0008705
GRMZM2G165747	GO:0008270
GRMZM2G165747	GO:0005886
GRMZM2G165747	GO:0010043
GRMZM2G165747	GO:0008168
GRMZM2G165747	GO:0005507
GRMZM2G165747	GO:0009651
GRMZM2G165747	GO:0009507
GRMZM2G165746	GO:0016020
GRMZM2G165746	GO:0016021
GRMZM2G165746	GO:0055085
GRMZM2G056170	GO:0015934
GRMZM2G056170	GO:0005840
GRMZM2G056170	GO:0005622
GRMZM2G056170	GO:0003735
GRMZM2G056170	GO:0016740
GRMZM2G056170	GO:0003723
GRMZM2G056170	GO:0006412
GRMZM2G084389	GO:0003333
GRMZM2G084389	GO:0016021
GRMZM2G084389	GO:0016020
GRMZM2G084389	GO:0015171
GRMZM2G084389	GO:0031359
GRMZM2G038818	GO:0003723
GRMZM2G038818	GO:0005488
GRMZM2G386463	GO:0036065
GRMZM2G386463	GO:0005794
GRMZM2G386463	GO:0005802
GRMZM2G386463	GO:0006487
GRMZM2G386463	GO:0016021
GRMZM2G386463	GO:0016020
GRMZM2G386463	GO:0016757
GRMZM2G386463	GO:0032580
GRMZM2G386463	GO:0046920
GRMZM2G386463	GO:0005768
GRMZM2G438178	GO:0046872
GRMZM2G438178	GO:0046938
GRMZM2G438178	GO:0010038
GRMZM2G438178	GO:0016756
GRMZM2G049641	GO:0016192
GRMZM2G049641	GO:0006886
GRMZM2G049641	GO:0005515
GRMZM2G049641	GO:0005886
GRMZM2G049641	GO:0030131
GRMZM2G049641	GO:0009507
GRMZM2G127648	GO:0042538
GRMZM2G127648	GO:0005773
GRMZM2G127648	GO:0005774
GRMZM2G127648	GO:0000166
GRMZM2G127648	GO:0005886
GRMZM2G127648	GO:0015031
GRMZM2G127648	GO:0007264
GRMZM2G127648	GO:0005525
GRMZM2G014295	GO:0008168
GRMZM2G014295	GO:0016740
GRMZM2G014295	GO:0032259
GRMZM2G468479	GO:0003682
GRMZM2G468479	GO:0003677
GRMZM2G094526	GO:0003725
GRMZM2G112222	GO:0016787
GRMZM2G112222	GO:0004806
GRMZM2G112222	GO:0006629
GRMZM2G470292	GO:0005488
GRMZM2G420391	GO:0005488
GRMZM2G112229	GO:0016772
GRMZM2G112229	GO:0006468
GRMZM2G112229	GO:0005524
GRMZM2G112229	GO:0004672
GRMZM2G125642	GO:0046872
GRMZM2G125642	GO:0005886
GRMZM2G125640	GO:0031361
GRMZM2G125640	GO:0015979
GRMZM2G125640	GO:0020037
GRMZM2G125640	GO:0009055
GRMZM2G005700	GO:0008374
GRMZM2G005700	GO:0006629
GRMZM2G464963	GO:0006508
GRMZM2G464963	GO:0008234
GRMZM2G348873	GO:0009535
GRMZM2G348873	GO:0010206
GRMZM2G348873	GO:0004252
GRMZM2G348873	GO:0005634
GRMZM2G348873	GO:0031977
GRMZM2G348873	GO:0009543
GRMZM2G348873	GO:0003824
GRMZM2G348873	GO:0005515
GRMZM2G348873	GO:0006508
GRMZM2G348873	GO:0009579
GRMZM2G348873	GO:0009507
GRMZM2G492156	GO:0003700
GRMZM2G492156	GO:0006355
GRMZM2G492156	GO:0005634
AC187157.4_FG002	GO:0031965
AC187157.4_FG002	GO:0055085
GRMZM2G459437	GO:0006886
GRMZM2G459437	GO:0016192
GRMZM2G459437	GO:0005798
GRMZM2G459437	GO:0005198
GRMZM2G081406	GO:0009725
GRMZM2G081406	GO:0005634
GRMZM2G081406	GO:0006355
GRMZM2G081406	GO:0003677
GRMZM2G081406	GO:0046983
GRMZM2G169449	GO:0046872
GRMZM2G169449	GO:0016874
GRMZM2G169449	GO:0008270
GRMZM2G169449	GO:0005515
GRMZM2G156251	GO:0006468
GRMZM2G156251	GO:0016772
GRMZM2G156251	GO:0000166
GRMZM2G156251	GO:0004674
GRMZM2G156251	GO:0005524
GRMZM2G156257	GO:0055114
GRMZM2G156257	GO:0004601
GRMZM2G156257	GO:0020037
GRMZM2G156257	GO:0006979
GRMZM2G156255	GO:0009414
GRMZM2G156255	GO:0016021
GRMZM2G156255	GO:0005515
GRMZM2G156255	GO:0009753
GRMZM2G156255	GO:0006813
GRMZM2G156255	GO:0005216
GRMZM2G156255	GO:0016020
GRMZM2G156255	GO:0005634
GRMZM2G156255	GO:0055085
GRMZM2G156255	GO:0009409
GRMZM2G156255	GO:0009737
GRMZM2G156255	GO:0015271
GRMZM2G156255	GO:0006811
GRMZM2G052416	GO:0048364
GRMZM2G052416	GO:0010224
GRMZM2G052416	GO:0005515
GRMZM2G052416	GO:0006281
GRMZM2G086835	GO:0008270
GRMZM2G086835	GO:0005622
GRMZM2G086832	GO:0005515
GRMZM2G066784	GO:0004497
GRMZM2G066784	GO:0046872
GRMZM2G066784	GO:0020037
GRMZM2G066784	GO:0016705
GRMZM2G066784	GO:0009055
GRMZM2G066784	GO:0055114
GRMZM5G831584	GO:0016787
GRMZM5G831584	GO:0005524
GRMZM5G831584	GO:0005739
GRMZM5G829563	GO:0009507
GRMZM2G420021	GO:0003735
GRMZM2G420021	GO:0005840
GRMZM2G420021	GO:0006412
GRMZM2G420021	GO:0005622
GRMZM2G392185	GO:0005524
GRMZM2G027960	GO:0008270
GRMZM2G027960	GO:0005622
GRMZM2G108085	GO:0046872
GRMZM2G108085	GO:0008270
GRMZM2G108085	GO:0005515
GRMZM2G108084	GO:0046872
GRMZM2G108084	GO:0008270
GRMZM2G108084	GO:0005515
GRMZM2G108087	GO:0007033
GRMZM2G108087	GO:0000903
GRMZM2G108087	GO:0009660
GRMZM2G108087	GO:0006623
GRMZM2G108087	GO:0006886
GRMZM2G108087	GO:0009959
GRMZM2G108087	GO:0009705
GRMZM2G108087	GO:0030140
GRMZM2G108087	GO:0045324
GRMZM2G108087	GO:0010118
GRMZM2G108087	GO:0005886
GRMZM2G108087	GO:0005484
GRMZM2G108087	GO:0016192
GRMZM5G821755	GO:0003700
GRMZM5G821755	GO:0006355
GRMZM5G821755	GO:0043565
GRMZM2G474755	GO:0005509
GRMZM2G316889	GO:0006857
GRMZM2G316889	GO:0006810
GRMZM2G316889	GO:0005215
GRMZM2G316889	GO:0016021
GRMZM2G316889	GO:0009624
GRMZM2G316889	GO:0005886
GRMZM2G128895	GO:0005737
GRMZM2G128895	GO:0005829
GRMZM2G128895	GO:2000541
GRMZM2G128895	GO:0017137
