genes	term
GRMZM2G065655	GO:0006468,GO:0005524,GO:0004672
GRMZM2G065665	GO:0070008,GO:0004252,GO:0006508
GRMZM2G065669	GO:0003676
GRMZM2G065675	GO:0006468,GO:0005524,GO:0004672,GO:0005096
GRMZM2G065678	GO:0006355,GO:0003700,GO:0007275
GRMZM2G065680	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G065692	GO:0006355,GO:0043531
GRMZM2G065757	GO:0006629,GO:0006508,GO:0004190
GRMZM2G065804	GO:0004523,GO:0003723
GRMZM2G065839	GO:0055085,GO:0016021,GO:0008324,GO:0006812
GRMZM2G065851	GO:0046983
GRMZM2G065868	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G065869	GO:0016787
GRMZM2G065896	GO:0043565,GO:0008270,GO:0006355,GO:0003700,GO:0005515
GRMZM2G065899	GO:0005509
GRMZM2G065915	GO:0008408,GO:0006260,GO:0003887,GO:0003677,GO:0000166
GRMZM2G065928	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G065939	GO:0016757
GRMZM2G065950	GO:0005789
GRMZM2G065956	GO:0006412,GO:0003735
GRMZM2G065958	GO:0016020,GO:0006810,GO:0005215
GRMZM2G065967	GO:0016020,GO:0006810,GO:0005215
GRMZM2G065989	GO:0016036
GRMZM2G066005	GO:0005516
GRMZM2G066024	GO:0006096,GO:0004332
GRMZM2G066041	GO:0006508,GO:0004197
GRMZM2G066049	GO:0016747
GRMZM2G066057	GO:0046983
GRMZM2G066067	GO:0016758,GO:0008152
GRMZM2G066069	GO:0005524,GO:0051082,GO:0006457
GRMZM2G066101	GO:0006260,GO:0005524,GO:0003677
GRMZM2G066107	GO:0016020
GRMZM2G066111	GO:0015986,GO:0015078
GRMZM2G066120	GO:0006468,GO:0005524,GO:0004672
GRMZM2G066142	GO:0016747
GRMZM2G066153	GO:0005515
GRMZM2G066158	GO:0006355,GO:0003700
GRMZM2G066162	GO:0005975,GO:0004553
GRMZM2G066169	GO:0008270
GRMZM2G066171	GO:0046872,GO:0016567,GO:0004842
GRMZM2G066191	GO:0003924,GO:0007017,GO:0005874
GRMZM2G066219	GO:0016021
GRMZM2G066222	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G066225	GO:0008270
GRMZM2G066234	GO:0003697,GO:0006260
GRMZM2G066248	GO:0005515,GO:0006468,GO:0004672
GRMZM2G066274	GO:0005515,GO:0006468,GO:0004672
GRMZM2G066290	GO:0030955,GO:0006096,GO:0004743,GO:0000287
GRMZM2G066304	GO:0005515
GRMZM2G066313	GO:0006396,GO:0003723,GO:0000175,GO:0006402,GO:0004654
GRMZM2G066321	GO:0055114,GO:0016491,GO:0006633,GO:0005506
GRMZM2G066326	GO:0008234,GO:0006508
GRMZM2G066345	GO:0016846
GRMZM2G066358	GO:0055114,GO:0016491
GRMZM2G066362	GO:0016758,GO:0016021,GO:0005783
GRMZM2G066369	GO:0005515
GRMZM2G066377	GO:0006468,GO:0005524,GO:0004672
GRMZM2G066394	GO:0042254,GO:0001522,GO:0031429
GRMZM2G066426	GO:0008152,GO:0003824
GRMZM2G066432	GO:0006468,GO:0004672
GRMZM2G066440	GO:0005515,GO:0016787,GO:0005524,GO:0003677
GRMZM2G066441	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G066448	GO:0005515
GRMZM2G066460	GO:0042254,GO:0005622
GRMZM2G066464	GO:0006887,GO:0000145
GRMZM2G066469	GO:0016020,GO:0008236,GO:0006508
GRMZM2G066485	GO:0003824
GRMZM2G066489	GO:0016020,GO:0004970
GRMZM2G066500	GO:0016787
GRMZM2G066528	GO:0006355,GO:0005634,GO:0003682,GO:0003677
GRMZM2G066565	GO:0006281,GO:0003678,GO:0000723
GRMZM2G066578	GO:0055114,GO:0016491,GO:0006633,GO:0005506
GRMZM2G066612	GO:0045454,GO:0015035,GO:0006662
GRMZM2G066614	GO:0005509
GRMZM2G066615	GO:0005524
GRMZM2G066618	GO:0055114,GO:0016614
GRMZM2G066638	GO:0005515,GO:0016459,GO:0005524,GO:0003774
GRMZM2G066650	GO:0008536,GO:0006886
GRMZM2G066675	GO:0005975,GO:0004650
GRMZM2G066710	GO:0006468,GO:0005524,GO:0004672
GRMZM2G066734	GO:0043565,GO:0006355,GO:0003700
GRMZM2G066735	GO:0008440
GRMZM2G066757	GO:0005524,GO:0003676
GRMZM2G066775	GO:0016021,GO:0016020,GO:0022857
GRMZM2G066784	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G066801	GO:0055085,GO:0022857,GO:0016021
GRMZM2G066820	GO:0055085,GO:0022857,GO:0016021
GRMZM2G066867	GO:0006468,GO:0005524,GO:0004672
GRMZM2G066870	GO:0016021
GRMZM2G066876	GO:0005524,GO:0046488,GO:0016307
GRMZM2G066885	GO:0016021
GRMZM2G066923	GO:0016021,GO:0006810,GO:0005337
GRMZM2G066939	GO:0003676
GRMZM2G066950	GO:0004857
GRMZM2G066953	GO:0006468,GO:0005524,GO:0004672
GRMZM2G066961	GO:0006950
GRMZM2G066981	GO:0016592,GO:0006357,GO:0001104
GRMZM2G066996	GO:0005615
GRMZM2G067000	GO:0055114,GO:0050661,GO:0050660,GO:0004499
GRMZM2G067019	GO:0005515
GRMZM2G067053	GO:0005515
GRMZM2G067063	GO:0045454
GRMZM2G067080	GO:0016020,GO:0008233,GO:0006465
GRMZM2G067096	GO:0055114,GO:0020037,GO:0006979,GO:0004601
GRMZM2G067162	GO:0016020,GO:0008375
GRMZM2G067171	GO:0043565,GO:0008270,GO:0006355,GO:0003700
GRMZM2G067176	GO:0032324
GRMZM2G067225	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G067242	GO:0005524
GRMZM2G067257	GO:0030170,GO:0009058
GRMZM2G067299	GO:0035299,GO:0005524
GRMZM2G067303	GO:0006412,GO:0005840,GO:0003735
GRMZM2G067306	GO:0008097,GO:0006412,GO:0005840,GO:0003735
GRMZM2G067313	GO:0006887,GO:0000145
GRMZM2G067338	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G067361	GO:0016758,GO:0008152
GRMZM2G067371	GO:0007165
GRMZM2G067373	GO:0045454,GO:0015035,GO:0009055,GO:0035556
GRMZM2G067376	GO:0003677
GRMZM2G067402	GO:0020037,GO:0019825
GRMZM2G067417	GO:0005739,GO:0004129
GRMZM2G067421	GO:0046872,GO:0030001
GRMZM2G067424	GO:0016758,GO:0008152
GRMZM2G067456	GO:0006412,GO:0005840,GO:0003735,GO:0005622
GRMZM2G067460	GO:0005515
GRMZM2G067463	GO:0006355,GO:0003700
GRMZM2G067476	GO:0016021,GO:0005783
GRMZM2G067485	GO:0005576,GO:0004867
GRMZM2G067489	GO:0008270,GO:0005515
GRMZM2G067508	GO:0055085
GRMZM2G067530	GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0016874
GRMZM2G067547	GO:0003676
GRMZM2G067587	GO:0055085,GO:0016020,GO:0006821,GO:0005247
GRMZM2G067591	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G067624	GO:0005634,GO:0003677
GRMZM2G067638	GO:0016021,GO:0015689,GO:0015098
GRMZM2G067654	GO:0046983
GRMZM2G067675	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G067707	GO:0008121
GRMZM2G067710	GO:0004857
GRMZM2G067727	GO:0006468,GO:0004672
GRMZM2G067734	GO:0006468,GO:0004672,GO:0005524
GRMZM2G067735	GO:0006281
GRMZM2G067743	GO:0006355,GO:0005634,GO:0005524,GO:0032502,GO:0006351
GRMZM2G067747	GO:0055085,GO:0016021,GO:0015299,GO:0006812
GRMZM2G067752	GO:0005544,GO:0005509
GRMZM2G067764	GO:0008168
GRMZM2G067767	GO:0009611,GO:0004867
GRMZM2G067789	GO:0055085,GO:0022857,GO:0016021
GRMZM2G067853	GO:0046872,GO:0000166
GRMZM2G067883	GO:0015979,GO:0009539,GO:0009523
GRMZM2G067908	GO:0016868,GO:0005975
GRMZM2G067910	GO:0003824,GO:0006470,GO:0004722
GRMZM2G067919	GO:0045735
GRMZM2G067921	GO:0043565,GO:0006355,GO:0003700
GRMZM2G067974	GO:0006468,GO:0005524,GO:0004672,GO:0016829,GO:0006520
GRMZM2G067984	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871
GRMZM2G068024	GO:0016779,GO:0043631,GO:0003723,GO:0004652,GO:0005634
GRMZM2G068028	GO:0010181,GO:0051536,GO:0003824
GRMZM2G068059	GO:0008168,GO:0008152,GO:0051536,GO:0016226,GO:0005737
GRMZM2G068117	GO:0006468,GO:0004672
GRMZM2G068128	GO:0008270,GO:0005515
GRMZM2G068151	GO:0006468,GO:0004672
GRMZM2G068158	GO:0008168
GRMZM2G068177	GO:0008270
GRMZM2G068179	GO:0032259,GO:0008168
GRMZM2G068192	GO:0006468,GO:0004672
GRMZM2G068193	GO:0006468,GO:0005524,GO:0004672
GRMZM2G068212	GO:0016021,GO:0015116,GO:0008272,GO:0055085,GO:0016020,GO:0008271
GRMZM2G068217	GO:0016020,GO:0006810,GO:0005215
GRMZM2G068220	GO:0055085,GO:0016020,GO:0006810,GO:0005215,GO:0006863,GO:0005345
GRMZM2G068230	GO:0008234,GO:0006508
GRMZM2G068239	GO:0008270,GO:0005515
GRMZM2G068255	GO:0003676
GRMZM2G068259	GO:0046872,GO:0000166
GRMZM2G068271	GO:0016021
GRMZM2G068277	GO:0070652,GO:0051225
GRMZM2G068331	GO:0005515
GRMZM2G068340	GO:0019901,GO:0006355,GO:0000079
GRMZM2G068350	GO:0016020,GO:0015018
GRMZM2G068352	GO:0006413,GO:0003743
GRMZM2G068398	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G068436	GO:0008270
GRMZM2G068443	GO:0032259,GO:0008168,GO:0001510
GRMZM2G068455	GO:0055114,GO:0016616,GO:0006694,GO:0003854,GO:0019752
GRMZM2G068465	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G068471	GO:0042254,GO:0005730
GRMZM2G068476	GO:0046872
GRMZM2G068479	GO:0005524,GO:0003676,GO:0004386
GRMZM2G068496	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G068506	GO:0016779,GO:0009058
GRMZM2G068510	GO:0008168,GO:0008152
GRMZM2G068525	GO:0006468,GO:0005524,GO:0004672
GRMZM2G068557	GO:0055114,GO:0016491
GRMZM2G068577	GO:0055114,GO:0016616
GRMZM2G068604	GO:0046983
GRMZM2G068639	GO:0055114,GO:0016020,GO:0003885,GO:0050660,GO:0016491
GRMZM2G068657	GO:0008270
GRMZM2G068665	GO:0055114,GO:0006561,GO:0004735
GRMZM2G068672	GO:0043565,GO:0006355,GO:0003700,GO:0003677
GRMZM2G068682	GO:0055114,GO:0016491,GO:0005507
GRMZM2G068688	GO:0016021,GO:0004190
GRMZM2G068699	GO:0055114,GO:0020037,GO:0006979,GO:0004601
GRMZM2G068710	GO:0016020,GO:0008417,GO:0006486
GRMZM2G068715	GO:0003676
GRMZM2G068745	GO:0006412,GO:0005840,GO:0003735
GRMZM2G068808	GO:0016829,GO:0010333,GO:0000287,GO:0008152
GRMZM2G068862	GO:0005737,GO:0003879,GO:0000287,GO:0000105
GRMZM2G068904	GO:0055085,GO:0016020,GO:0006811,GO:0005216
GRMZM2G068913	GO:0016773,GO:0005975,GO:0005524,GO:0046835,GO:0005536,GO:0004396,GO:0001678
GRMZM2G068917	GO:0050662,GO:0003824
GRMZM2G068943	GO:0005992,GO:0003824
GRMZM2G068947	GO:0055114,GO:0016491,GO:0010181
GRMZM2G068952	GO:0006412,GO:0005840,GO:0003735
GRMZM2G068963	GO:0006457
GRMZM2G068967	GO:0006355,GO:0003700
GRMZM2G068973	GO:0006355,GO:0003677
GRMZM2G069005	GO:0007034
GRMZM2G069008	GO:0016787
GRMZM2G069009	GO:0046872
GRMZM2G069016	GO:0016021,GO:0005215
GRMZM2G069024	GO:0005975,GO:0004553
GRMZM2G069025	GO:0006281,GO:0004518
GRMZM2G069028	GO:0003677
GRMZM2G069047	GO:0006355,GO:0003677
GRMZM2G069061	GO:0055114,GO:0051536
GRMZM2G069070	GO:0016567,GO:0004842
GRMZM2G069082	GO:0006355,GO:0003700
GRMZM2G069093	GO:0055114,GO:0020037,GO:0006979,GO:0004601
GRMZM2G069095	GO:0016020,GO:0015992,GO:0009678,GO:0004427
GRMZM2G069098	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
GRMZM2G069102	GO:0003676
GRMZM2G069106	GO:0008270
GRMZM2G069122	GO:0016787,GO:0005524,GO:0003677
GRMZM2G069126	GO:0006355,GO:0003700
GRMZM2G069141	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G069143	GO:0016811
GRMZM2G069146	GO:0006355,GO:0003700
GRMZM2G069174	GO:0003676,GO:0006810,GO:0005622
GRMZM2G069195	GO:0006096,GO:0004332
GRMZM2G069198	GO:0016020,GO:0006810,GO:0005215
GRMZM2G069201	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G069203	GO:0009001,GO:0006535,GO:0005737
GRMZM2G069218	GO:0008270,GO:0003676,GO:0006265,GO:0003917,GO:0003677
GRMZM2G069229	GO:0015986,GO:0015078,GO:0000276
GRMZM2G069254	GO:0005634,GO:0003677,GO:0008270
GRMZM2G069260	GO:0055114,GO:0016491
GRMZM2G069274	GO:0003677
GRMZM2G069298	GO:0055114,GO:0016491
GRMZM2G069370	GO:0046983,GO:0003677,GO:0006355,GO:0005634,GO:0003700
GRMZM2G069382	GO:0043531
GRMZM2G069405	GO:0003676,GO:0006810,GO:0005622
GRMZM2G069410	GO:0016020,GO:0015992,GO:0009678,GO:0004427
GRMZM2G069422	GO:0005524
GRMZM2G069427	GO:0006412
GRMZM2G069444	GO:0006950
GRMZM2G069448	GO:0055085,GO:0016020,GO:0006810,GO:0005215
GRMZM2G069458	GO:0046961,GO:0046933,GO:0045261,GO:0015986
GRMZM2G069486	GO:0016161,GO:0000272
GRMZM2G069494	GO:0005852,GO:0005737,GO:0003743
GRMZM2G069495	GO:0006511
GRMZM2G069503	GO:0016788
GRMZM2G069523	GO:0016491,GO:0008152
GRMZM2G069542	GO:0015977,GO:0008964,GO:0006099
GRMZM2G069594	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G069596	GO:0008152,GO:0003824
GRMZM2G069631	GO:0008601,GO:0000159
GRMZM2G069649	GO:0005515
GRMZM2G069651	GO:0051082,GO:0006950,GO:0006457,GO:0005524
GRMZM2G069676	GO:0016868,GO:0005975
GRMZM2G069678	GO:0003676
GRMZM2G069687	GO:0030036,GO:0005856
GRMZM2G069713	GO:0003824,GO:0006470,GO:0004722
GRMZM2G069722	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G069726	GO:0005525
GRMZM2G069752	GO:0043631,GO:0004652,GO:0005634
GRMZM2G069758	GO:0009443,GO:0008478
GRMZM2G069762	GO:0006412,GO:0005840,GO:0003735
GRMZM2G069765	GO:0005524,GO:0051082,GO:0006457
GRMZM2G069772	GO:0055114,GO:0003824,GO:0006164,GO:0003938
GRMZM2G069796	GO:0003677
GRMZM2G069816	GO:0003676
GRMZM2G069827	GO:0007034
GRMZM2G069856	GO:0016818,GO:0008270,GO:0003676,GO:0008081,GO:0006281,GO:0005634
GRMZM2G069865	GO:0055114,GO:0016491,GO:0010181
GRMZM2G069886	GO:0008270,GO:0006355,GO:0005634,GO:0004402,GO:0003712,GO:0016573
GRMZM2G069911	GO:0006334,GO:0005634,GO:0003677,GO:0000786
GRMZM2G069916	GO:0006376,GO:0005685,GO:0003729
GRMZM2G069922	GO:0005509
GRMZM2G069923	GO:0008270,GO:0005515
GRMZM2G069970	GO:0003824,GO:0006470,GO:0004722
GRMZM2G069976	GO:0008289
GRMZM2G070011	GO:0008234,GO:0006508
GRMZM2G070034	GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677
GRMZM2G070038	GO:0003676
GRMZM2G070045	GO:0006887,GO:0000145
GRMZM2G070051	GO:0005515
GRMZM2G070058	GO:0050660,GO:0008033
GRMZM2G070061	GO:0051082,GO:0016272,GO:0006457
GRMZM2G070087	GO:0055085,GO:0016021
GRMZM2G070092	GO:0005515,GO:0055114,GO:0046872,GO:0016702
GRMZM2G070109	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G070115	GO:0006468,GO:0005524,GO:0004672
GRMZM2G070163	GO:0005515,GO:0043562,GO:0009744
GRMZM2G070172	GO:0043169,GO:0005975,GO:0003824,GO:0005509,GO:0004556
GRMZM2G070178	GO:0016788
GRMZM2G070199	GO:0020037,GO:0009055
GRMZM2G070211	GO:0043565,GO:0006355,GO:0003700
GRMZM2G070239	GO:0003676,GO:0008270
GRMZM2G070242	GO:0016021
GRMZM2G070252	GO:0016301,GO:0005524
GRMZM2G070259	GO:0003676
GRMZM2G070264	GO:0016787,GO:0005524,GO:0003677
GRMZM2G070271	GO:0048046,GO:0016762,GO:0006073,GO:0005618,GO:0006508,GO:0004185,GO:0005975,GO:0004553
GRMZM2G070273	GO:0005856,GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871
GRMZM2G070279	GO:0016491,GO:0008152
GRMZM2G070304	GO:0016746,GO:0008152
GRMZM2G070305	GO:0007031,GO:0005777,GO:0005524
GRMZM2G070312	GO:0016779
GRMZM2G070322	GO:0005515
GRMZM2G070323	GO:0005515,GO:0016787
GRMZM2G070351	GO:0005524,GO:0016831,GO:0008299
GRMZM2G070360	GO:0046961,GO:0033178,GO:0015991,GO:0016747
GRMZM2G070389	GO:0016192
GRMZM2G070392	GO:0016780,GO:0016020,GO:0008654
GRMZM2G070422	GO:0016491,GO:0008152
GRMZM2G070429	GO:0006629
GRMZM2G070432	GO:0045905,GO:0045901,GO:0043022,GO:0003746,GO:0003723
GRMZM2G070444	GO:0003677,GO:0000786
GRMZM2G070446	GO:0008270,GO:0005622
GRMZM2G070451	GO:0005634
GRMZM2G070455	GO:0006508,GO:0004190
GRMZM2G070465	GO:0034314,GO:0030833,GO:0005885,GO:0005856
GRMZM2G070468	GO:0016747
GRMZM2G070487	GO:0005515
GRMZM2G070494	GO:0043565,GO:0006351
GRMZM2G070500	GO:0016021,GO:0016020,GO:0022857
GRMZM2G070503	GO:0043531
GRMZM2G070508	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G070514	GO:0055114,GO:0016491,GO:0008152
GRMZM2G070520	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G070542	GO:0005524
GRMZM2G070562	GO:0048500,GO:0008312,GO:0006614
GRMZM2G070563	GO:0055085,GO:0016021
GRMZM2G070571	GO:0016192,GO:0016021,GO:0008234,GO:0006508
GRMZM2G070573	GO:0055114,GO:0008137
GRMZM2G070575	GO:0003824
GRMZM2G070588	GO:0010468,GO:0005777
GRMZM2G070594	GO:0055085,GO:0016021,GO:0015299,GO:0006812
GRMZM2G070603	GO:0055114,GO:0020037,GO:0006979,GO:0004601
GRMZM2G070620	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G070628	GO:0006351,GO:0003899,GO:0003677
GRMZM2G070649	GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0016740,GO:0015934,GO:0003723
GRMZM2G070659	GO:0016020
GRMZM2G070673	GO:0005515
GRMZM2G070693	GO:0016021,GO:0006810
GRMZM2G070708	GO:0016020,GO:0008378,GO:0006486
GRMZM2G070723	GO:0006415,GO:0003747,GO:0016149,GO:0005737
GRMZM2G070761	GO:0008234
GRMZM2G070765	GO:0005515,GO:0006886
GRMZM2G070797	GO:0008270
GRMZM2G070807	GO:0006457,GO:0003755,GO:0000413
GRMZM2G070825	GO:0016788
GRMZM2G070837	GO:0008152,GO:0003824
GRMZM2G070863	GO:0005515
GRMZM2G070898	GO:0017176,GO:0016021,GO:0006506
GRMZM2G070899	GO:0005525,GO:0003924
GRMZM2G070912	GO:0046872
GRMZM2G070913	GO:0042545,GO:0030599,GO:0005618
GRMZM2G070961	GO:0006950,GO:0006468,GO:0005524,GO:0004672
GRMZM2G071015	GO:0005515
GRMZM2G071021	GO:0055114,GO:0016491,GO:0008152
GRMZM2G071023	GO:0008152,GO:0006741,GO:0003951
GRMZM2G071025	GO:0016787,GO:0005524,GO:0003677
GRMZM2G071034	GO:0003723,GO:0046872
GRMZM2G071042	GO:0008270,GO:0003677
GRMZM2G071059	GO:0005634
GRMZM2G071071	GO:0007264,GO:0005525
GRMZM2G071087	GO:0003824
GRMZM2G071089	GO:0051716,GO:0046658
GRMZM2G071113	GO:0005515
GRMZM2G071119	GO:0055085,GO:0016020,GO:0006821,GO:0005247
GRMZM2G071145	GO:0016301
GRMZM2G071157	GO:0005089
GRMZM2G071163	GO:0005515
GRMZM2G071174	GO:0008654,GO:0006021,GO:0004512
GRMZM2G071196	GO:0003824,GO:0006470,GO:0004722
GRMZM2G071208	GO:0008152,GO:0003824
GRMZM2G071217	GO:0055114,GO:0016491
GRMZM2G071249	GO:0016788
GRMZM2G071253	GO:0008270,GO:0003676
GRMZM2G071270	GO:0055114,GO:0046872,GO:0006801,GO:0004784
GRMZM2G071272	GO:0005524,GO:0034551
GRMZM2G071277	GO:0008270,GO:0005515
GRMZM2G071288	GO:0016021
GRMZM2G071292	GO:0005515
GRMZM2G071294	GO:0009058,GO:0003824
GRMZM2G071304	GO:0006310,GO:0006281,GO:0003910,GO:0003677,GO:0005524
GRMZM2G071325	GO:0016757,GO:0016020
GRMZM2G071327	GO:0005622,GO:0003779,GO:0030042,GO:0015629
GRMZM2G071333	GO:0006418,GO:0000166,GO:0005524,GO:0004812
GRMZM2G071339	GO:0042545,GO:0030599,GO:0005618
GRMZM2G071347	GO:0031011
GRMZM2G071374	GO:0005515
GRMZM2G071396	GO:0005515,GO:0006468,GO:0004672
GRMZM2G071448	GO:0005515
GRMZM2G071478	GO:0006468,GO:0004672
GRMZM2G071484	GO:0016567,GO:0004842
GRMZM2G071491	GO:0030274,GO:0005634,GO:0003712
GRMZM2G071494	GO:0030170,GO:0009058
GRMZM2G071518	GO:0005815,GO:0000922,GO:0000226
GRMZM2G071573	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G071582	GO:0005515,GO:0005096
GRMZM2G071589	GO:0003676
GRMZM2G071602	GO:0008270,GO:0005515
GRMZM2G071613	GO:0005515
GRMZM2G071620	GO:0046983,GO:0003677,GO:0006355,GO:0005634,GO:0003700
GRMZM2G071626	GO:0016592,GO:0006357,GO:0001104
GRMZM2G071630	GO:0055114,GO:0016620
GRMZM2G071652	GO:0016593,GO:0016570,GO:0006355
GRMZM2G071685	GO:0006614,GO:0005525
GRMZM2G071705	GO:0005515
GRMZM2G071714	GO:0051536,GO:0003824,GO:0051539,GO:0016992,GO:0009107
GRMZM2G071739	GO:0016021,GO:0004252
GRMZM2G071790	GO:0003924,GO:0007017,GO:0005874
GRMZM2G071846	GO:0009116
GRMZM2G071871	GO:0003676,GO:0006418,GO:0005524,GO:0004812,GO:0000166
GRMZM2G071877	GO:0006468,GO:0004672
GRMZM2G071883	GO:0005975,GO:0004553,GO:0030246
GRMZM2G071892	GO:0045892,GO:0005634,GO:0043968,GO:0043967,GO:0035267,GO:0006338,GO:0006281
GRMZM2G071907	GO:0043565,GO:0006355,GO:0003700
GRMZM2G071959	GO:0003677,GO:0000786
GRMZM2G071970	GO:0031225,GO:0016049,GO:0010215
GRMZM2G071987	GO:0016491,GO:0008152
GRMZM2G071997	GO:0005515
GRMZM2G072028	GO:0005515
GRMZM2G072054	GO:0008152,GO:0003824,GO:0048037
GRMZM2G072065	GO:0004045
GRMZM2G072071	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810
GRMZM2G072080	GO:0016021
GRMZM2G072089	GO:0005737,GO:0005094
GRMZM2G072107	GO:0006468,GO:0005524,GO:0004672
GRMZM2G072115	GO:0006351,GO:0003899,GO:0003677
GRMZM2G072142	GO:0008270
GRMZM2G072146	GO:0036459,GO:0016579
GRMZM2G072156	GO:0005515
GRMZM2G072174	GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509
GRMZM2G072218	GO:0006508,GO:0004185
GRMZM2G072240	GO:0006508,GO:0004185
GRMZM2G072264	GO:0003676
GRMZM2G072280	GO:0016020,GO:0009765
GRMZM2G072292	GO:0006468,GO:0004672
GRMZM2G072315	GO:0006412,GO:0005840,GO:0003735,GO:0015934
GRMZM2G072337	GO:0051536,GO:0003824,GO:0051539,GO:0009451
GRMZM2G072350	GO:0030247
GRMZM2G072376	GO:0046983
GRMZM2G072388	GO:0055114,GO:0004616,GO:0051287,GO:0016616,GO:0008152
GRMZM2G072395	GO:0006468,GO:0004672
GRMZM2G072406	GO:0016020,GO:0008378,GO:0006486
GRMZM2G072448	GO:0008234,GO:0006508
GRMZM2G072462	GO:0008270,GO:0005515
GRMZM2G072488	GO:0006508,GO:0004185
GRMZM2G072492	GO:0005525,GO:0003924
GRMZM2G072518	GO:0005515
GRMZM2G072526	GO:0005975,GO:0004553
GRMZM2G072529	GO:0055114,GO:0016491
GRMZM2G072547	GO:0030244,GO:0016760,GO:0016020
GRMZM2G072553	GO:0045454,GO:0015035,GO:0006662
GRMZM2G072569	GO:0005515,GO:0006468,GO:0004672
GRMZM2G072573	GO:0003824
GRMZM2G072578	GO:0016042,GO:0005509,GO:0004623
GRMZM2G072582	GO:0046983,GO:0003677,GO:0006355,GO:0005634,GO:0003700
GRMZM2G072584	GO:0006468,GO:0005524,GO:0004672
GRMZM2G072589	GO:0016757,GO:0016021
GRMZM2G072608	GO:0006231,GO:0004799,GO:0055114,GO:0009165,GO:0006545,GO:0004146
GRMZM2G072632	GO:0055085,GO:0016021
GRMZM2G072653	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G072658	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G072671	GO:0003676
GRMZM2G072690	GO:0016192
GRMZM2G072722	GO:0008152,GO:0003824
GRMZM2G072729	GO:0006412,GO:0005840,GO:0003735,GO:0005622
GRMZM2G072744	GO:0055114,GO:0016491,GO:0016616,GO:0019752
GRMZM2G072760	GO:0016887,GO:0005524,GO:0016020
GRMZM2G072780	GO:0055114,GO:0016491,GO:0005507
GRMZM2G072808	GO:0055114,GO:0016491,GO:0005507
GRMZM2G072837	GO:0005515
GRMZM2G072850	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810
GRMZM2G072865	GO:0005524,GO:0016021,GO:0008270,GO:0004222,GO:0006508
GRMZM2G072868	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G072890	GO:0006950
GRMZM2G072892	GO:0016021
GRMZM2G072916	GO:0005992,GO:0003824
GRMZM2G072926	GO:0006355,GO:0003700
GRMZM2G072939	GO:0008234,GO:0006508
GRMZM2G072984	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G072997	GO:0006355,GO:0005634,GO:0003700
GRMZM2G073003	GO:0005634
GRMZM2G073023	GO:0035556,GO:0016020
GRMZM2G073036	GO:0043399,GO:0019988
GRMZM2G073041	GO:0008380,GO:0005681
GRMZM2G073045	GO:0008168
GRMZM2G073047	GO:0006355,GO:0003700
GRMZM2G073054	GO:0043169,GO:0005975,GO:0003824,GO:0004553
GRMZM2G073059	GO:0019441,GO:0004061
GRMZM2G073064	GO:0016021,GO:0008643,GO:0005351,GO:0000139
GRMZM2G073077	GO:0006508,GO:0005838
GRMZM2G073079	GO:0016787
GRMZM2G073109	GO:0008168,GO:0006479
GRMZM2G073112	GO:0008380,GO:0005681
